onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.996	instruction	0	0	 0.000
 1.996	 1.994	filler	0	0	 0.000
 3.990	 0.532	fixation_cross	0	0	 0.000
 4.522	 0.798	pres	1	0	 2147483.647
 5.320	 1.530	resp	0	0	 0.000
 6.850	 1.130	jitter	0	0	 0.000
 7.980	 0.532	fixation_cross	0	0	 0.000
 8.512	 0.798	pres	1	0	 2147483.647
 9.310	 1.530	resp	0	0	 0.000
 10.840	 1.463	jitter	0	0	 0.000
 12.303	 0.532	fixation_cross	0	0	 0.000
 12.835	 0.798	pres	1	0	 2147483.647
 13.633	 1.530	resp	0	0	 0.000
 15.163	 1.063	jitter	0	0	 0.000
 16.226	 0.533	fixation_cross	0	0	 0.000
 16.759	 0.798	pres	1	0	 2147483.647
 17.557	 1.529	resp	0	0	 0.000
 19.086	 1.263	jitter	0	0	 0.000
 20.349	 0.532	fixation_cross	0	0	 0.000
 20.881	 0.798	pres	1	0	 2147483.647
 21.679	 1.530	resp	0	0	 0.000
 23.209	 1.264	jitter	0	0	 0.000
 24.473	 0.531	fixation_cross	0	0	 0.000
 25.004	 0.798	pres	1	0	 2147483.647
 25.802	 1.530	resp	0	0	 0.000
 27.332	 1.463	jitter	0	0	 0.000
 28.795	 0.532	fixation_cross	0	0	 0.000
 29.327	 0.798	pres	1	0	 2147483.647
 30.125	 1.529	resp	0	0	 0.000
 31.654	 1.064	jitter	0	0	 0.000
 32.718	 0.532	fixation_cross	0	0	 0.000
 33.250	 0.798	pres	1	0	 2147483.647
 34.048	 1.530	resp	0	0	 0.000
 35.578	 1.264	jitter	0	0	 0.000
 36.842	 0.531	fixation_cross	0	0	 0.000
 37.373	 0.798	pres	1	0	 2147483.647
 38.171	 1.530	resp	0	0	 0.000
 39.701	 0.931	jitter	0	0	 0.000
 40.632	 0.532	fixation_cross	0	0	 0.000
 41.164	 0.798	pres	1	0	 2147483.647
 41.962	 1.529	resp	0	0	 0.000
 43.491	 1.463	jitter	0	0	 0.000
 44.954	 0.532	fixation_cross	0	0	 0.000
 45.486	 0.798	pres	1	0	 2147483.647
 46.284	 1.530	resp	0	0	 0.000
 47.814	 1.330	jitter	0	0	 0.000
 49.144	 0.532	fixation_cross	0	0	 0.000
 49.676	 0.798	pres	1	0	 2147483.647
 50.474	 1.529	resp	0	0	 0.000
 52.003	 1.065	jitter	0	0	 0.000
 53.068	 0.531	fixation_cross	0	0	 0.000
 53.599	 0.799	pres	1	0	 2147483.647
 54.398	 1.529	resp	0	0	 0.000
 55.927	 0.931	jitter	0	0	 0.000
 56.858	 0.532	fixation_cross	0	0	 0.000
 57.390	 0.798	pres	1	0	 2147483.647
 58.188	 1.529	resp	0	0	 0.000
 59.717	 1.330	jitter	0	0	 0.000
 61.047	 0.533	fixation_cross	0	0	 0.000
 61.580	 0.798	pres	1	0	 2147483.647
 62.378	 1.529	resp	0	0	 0.000
 63.907	 1.463	jitter	0	0	 0.000
 65.370	 0.532	fixation_cross	0	0	 0.000
 65.902	 0.798	pres	1	0	 2147483.647
 66.700	 1.529	resp	0	0	 0.000
 68.229	 1.330	jitter	0	0	 0.000
 69.559	 0.533	fixation_cross	0	0	 0.000
 70.092	 0.798	pres	1	0	 2147483.647
 70.890	 1.529	resp	0	0	 0.000
 72.419	 1.130	jitter	0	0	 0.000
 73.549	 0.532	fixation_cross	0	0	 0.000
 74.081	 0.798	pres	1	0	 2147483.647
 74.879	 1.530	resp	0	0	 0.000
 76.409	 1.064	jitter	0	0	 0.000
 77.473	 0.532	fixation_cross	0	0	 0.000
 78.005	 0.798	pres	1	0	 2147483.647
 78.803	 1.529	resp	0	0	 0.000
 80.332	 1.463	jitter	0	0	 0.000
 81.795	 0.533	fixation_cross	0	0	 0.000
 82.328	 0.797	pres	1	0	 2147483.647
 83.125	 1.530	resp	0	0	 0.000
